So, I compared my LG G3 to the LG G6 and the S8 and so far I like what I’m seeing. I’m not too hyped about getting just 1 GB RAM more but everything else looks promising. A few months back, it was rumored that the S8 or S8+ would have 6 GB RAM. They both only have 4 GB. When comparing the S8 and S8+, the S8 has a smaller battery while the S8+ is a bit larger but has a lower overall ppi as compared to the S8. I am leaning towards the S8.;https://forums.androidcentral.com/samsung-galaxy-s8-and-s8-plus-member-reviews/781374-post-your-s8-reviews-here.html?_ga=2.148422455.1697930654.1498617882-1067575172.1498617882
;
El Samsung Galaxy S8+ se ha ganado a pulso ser un gran candidato a mejor smartphone del año. Por diseño y tecnología incluida, es el modelo que más se atreve de todo el mercado, para lo bueno y también lo malo. Como una review en Xataka no queda completa sin la prueba de varias semanas, aquí tienes nuestro habitual vídeo y las impresiones tras estar usando el Samsung Galaxy S8+ durante un mes.;https://www.xataka.com/analisis/samsung-galaxy-s8-tras-un-mes-de-uso-no-pasa-desapercibido-pero-echamos-de-menos-la-doble-camara
;
De que es llamativo y espectacular no hay duda alguna. Pero es que es muy difícil que no se vea. Definitivamente, tras este mes de uso, concluyo que es un terminal muy grande para mi. Es también concluyente el gustazo de tener una pantalla de 6,2 pulgadas en tan poco espacio, pues de anchura es perfecto, pero tras este mes me quedo con la sensación de que menos diagonal le vendría bien para el día a día.;https://www.xataka.com/analisis/samsung-galaxy-s8-tras-un-mes-de-uso-no-pasa-desapercibido-pero-echamos-de-menos-la-doble-camara
;
Pero vayamos a lo potente del Galaxy S8+: su pantalla. Si en la calle me ha resultado no muy cómodo este terminal por sus dimensiones, en casa, sin embargo, el Galaxy S8+ se disfruta muchísimo. Como no pesa nada y ahí sí que puedo usar las dos manos libremente, tanto para ver vídeos como redes sociales o navegación web y juegos, las 6,2 pulgadas AMOLED son una pasada.;https://www.xataka.com/analisis/samsung-galaxy-s8-tras-un-mes-de-uso-no-pasa-desapercibido-pero-echamos-de-menos-la-doble-camara
;
¿Y la batería? Pues bastante bien. Pese al aumento de la pantalla, seguimos cubriendo de sobra lo que le exigimos a un smarphone hoy en día: que lleguemos al final del día con solvencia. Aquí os tengo que decir que con la función Always Display sí que he notado más gasto de batería que sin ella, así que, pese a que me gusta, la he acabado obviando.;https://www.xataka.com/analisis/samsung-galaxy-s8-tras-un-mes-de-uso-no-pasa-desapercibido-pero-echamos-de-menos-la-doble-camara
;
La cámara del Samsung Galaxy S8+ sigue siendo una excelente cámara móvil con fotos estupendas en todas las situaciones y de las mejores cuando hay poca luz junto con el Pixel de Google. Y las opciones para jugar con ella son muchas. Pero con tanta igualdad como hemos visto que hay este año, con terminales destacando incluso por encima del Galaxy S8 en ciertas situaciones, no creo que Samsung haya acertado al quedarse sin poner un sistema de doble cámara. No hubiera querido uno cualquiera, sino el que permite hacer fotos con zoom 2X. Creo que es una función que marca diferencias ahora mismo y subiría enormemente el nivel fotográfico de este inmenso terminal. En todos los sentidos en que lo pienses.;https://www.xataka.com/analisis/samsung-galaxy-s8-tras-un-mes-de-uso-no-pasa-desapercibido-pero-echamos-de-menos-la-doble-camara
;
De hecho no es ni siquiera el teléfono más potente del mercado, en el conjunto de sus especificaciones: tiene 4GB de RAM cuando hay otros que ya llevan más, y la memoria interna disponible es de 64GB - UFS 2.1 -, también doblada por otros teléfonos. Hay que decir que seguimos contando con ranura para tarjetas microSD, gracias Samsung.;https://www.xataka.com/analisis/samsung-galaxy-s8-analisis-el-mejor-telefono-del-mercado-es-imperfecto-pero-irresistible
;
La batería de nuestra versión es de 3.500mAh. Podemos decir que es la principal diferencia con el modelo ‘pequeño’, que lleva 3.000mAh. Con el episodio del Note 7 lo que parece seguro es que el control de calidad de las mismas es máximo, podemos estar tranquilos.;https://www.xataka.com/analisis/samsung-galaxy-s8-analisis-el-mejor-telefono-del-mercado-es-imperfecto-pero-irresistible
;
The Galaxy S8 is also one of the first phones to support Bluetooth 5, which brings with it a much longer range and the ability to have an active connection with two different devices. In the real world, this means you can connect to two Bluetooth speakers or a speaker and headset at the same time and play audio through both simultaneously.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
Right next to the USB Type-C port on the bottom of the phone is the single bottom-firing speaker and the headphone jack. The loudspeaker has the same issues that are inherent to its design, mainly a tinny sound, and overall, it’s decent at best. Samsung’s acquisition of Harman Kardon should eventually result in much better audio, but it likely came too late for the speakers on the Galaxy S8.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
The biggest issue facing Samsung with the Galaxy S8 is the fear that still resides from the Galaxy Note 7’s batteries catching fire spontaneously. Personally, I think the company has played it a little safe with the battery capacity inside its new flagships, in a bid to prevent any issues with the battery.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
Rather than stretch the boundaries like they did with the Galaxy Note 7, Samsung has opted for the rather safe capacities of 3,000 mAh for the Galaxy S8 and 3,500 mAh for the Galaxy S8 Plus. This means the Galaxy S8 battery is the same size as the Galaxy S7, while the Galaxy S8 Plus is slightly smaller than the 3,600 mAh battery found inside the Galaxy S7 Edge.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
Samsung has refined its camera over the past few generations of its phones to produce what is arguably the all around best smartphone camera on the market. The Galaxy S8 camera may not be heavily changed from the Note 7, and even the Galaxy S7 Edge before it, but enhancements in the overall picture taking experience mean Samsung’s legacy of high quality photography continues.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
The big changes in the cameras come at the front, where Samsung has included an 8 MP shooter with a Smart Autofocus system. Autofocus is not something found too often on front-facing cameras and selfies benefit from the higher megapixel count, resulting in good photos in most lighting conditions. In low light, the pictures lose some sharpness as the shutter requires more time, but this is expected, especially from a camera that lacks image stabilization.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
;
The main camera is a 12 MP shooter with large dual pixels, f/1.7 aperture, optical image stabilization, phase detection autofocus, and an LED flash. The interface is largely like before, prioritizing swipes and certain gestures to keep shooting simple and as easy to use in one-hand as possible. There are no new modes in the camera, though there is the addition of 1080p recording at 60 frames per seconds for smooth video recording. Video recording also sees the addition of manual controls in the Pro mode, including manual focus for finer control over the focus of your videos.;http://www.androidauthority.com/samsung-galaxy-s8-plus-review-760314/
